Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
VOLKSWAGEN,PASSAT,MID-SIZE,2.0,4.0,AS6,X,9.3,6.5,8.1,35.0,188.0
VOLVO,V60 CC T5 AWD,STATION WAGON - SMALL,2.5,5.0,AS6,X,11.8,8.6,10.3,27.0,239.0
BMW,M3,COMPACT,3.0,6.0,M6,Z,13.7,9.0,11.6,24.0,271.0
MERCEDES-BENZ,E 550 CABRIOLET,SUBCOMPACT,4.7,8.0,AS7,Z,13.7,9.2,11.7,24.0,275.0
MERCEDES-BENZ,S 550 4MATIC LWB,FULL-SIZE,4.7,8.0,AS7,Z,14.3,9.5,12.1,23.0,278.0
MASERATI,QUATTROPORTE SQ4,FULL-SIZE,3.0,6.0,AS8,Z,15.9,9.7,13.1,22.0,301.0
BUICK,LACROSSE AWD,MID-SIZE,3.6,6.0,AS9,X,11.8,8.0,10.1,28.0,237.0
BMW,M2 COMPETITION,SUBCOMPACT,3.0,6.0,AM7,Z,14.1,10.3,12.4,23.0,290.0
MINI,JOHN COOPER WORKS CONVERTIBLE,MINICOMPACT,2.0,4.0,AS6,Z,9.4,7.2,8.4,34.0,197.0
PORSCHE,PANAMERA,FULL-SIZE,3.6,6.0,AM7,Z,12.9,8.4,10.9,26.0,255.0
PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,3.4,6.0,AM7,Z,11.5,8.3,10.1,28.0,232.0
ACURA,MDX 4WD,SUV - SMALL,3.5,6.0,AS6,Z,12.7,9.1,11.1,25.0,255.0
HYUNDAI,ACCENT,COMPACT,1.6,4.0,AS6,X,8.9,6.3,7.7,37.0,177.0
SUBARU,CROSSTREK AWD,SUV - SMALL,2.0,4.0,AV6,X,9.1,7.2,8.2,34.0,193.0
HYUNDAI,SANTA FE SPORT AWD,SUV - SMALL,2.0,4.0,AS6,X,12.5,9.6,11.2,25.0,264.0
GMC,ACADIA,SUV - STANDARD,3.6,6.0,A6,X,15.8,10.6,13.4,21.0,315.0
FORD,TAURUS FFV AWD,FULL-SIZE,3.5,6.0,AS6,X,14.0,9.9,12.4,23.0,291.0
NISSAN,VERSA,COMPACT,1.6,4.0,AV,X,7.4,5.9,6.7,42.0,158.0
LAND ROVER,RANGE ROVER LWB V8 5.0 SC FFV,SUV - STANDARD,5.0,8.0,AS8,E,25.0,16.9,21.4,13.0,342.0
MITSUBISHI,LANCER 4WD,COMPACT,2.4,4.0,AV6,X,10.2,7.9,9.2,31.0,212.0
MINI,COOPER S CONVERTIBLE,MINICOMPACT,2.0,4.0,M6,Z,10.0,7.0,8.7,32.0,203.0
CHRYSLER,300 AWD FFV,FULL-SIZE,3.6,6.0,A8,X,12.8,8.6,10.9,26.0,257.0
CADILLAC,CT5 AWD,MID-SIZE,3.0,6.0,AS10,Z,13.3,9.3,11.5,25.0,268.0
INFINITI,QX60 HYBRID AWD,SUV - STANDARD,2.5,4.0,AV7,X,8.9,8.4,8.7,32.0,204.0
BMW,X6 XDRIVE50I,SUV - STANDARD,4.4,8.0,AS8,Z,16.1,10.9,13.8,20.0,317.0
KIA,SOUL,STATION WAGON - SMALL,1.6,4.0,AM7,X,9.1,7.7,8.5,33.0,199.0
KIA,FORTE KOUP,COMPACT,2.0,4.0,AS6,X,9.6,7.3,8.6,33.0,203.0
MASERATI,QUATTROPORTE SQ4,FULL-SIZE,3.0,6.0,AS8,Z,15.7,9.7,13.0,22.0,299.0
BMW,X5 XDRIVE50I,SUV - STANDARD,4.4,8.0,AS8,Z,15.3,11.1,13.4,21.0,314.0
FORD,E150 VAN FFV,VAN - CARGO,5.4,8.0,A4,E,24.9,19.6,22.5,13.0,360.0
GMC,YUKON XL 4WD,SUV - STANDARD,5.3,8.0,A6,X,15.3,10.9,13.3,21.0,313.0
MITSUBISHI,LANCER,COMPACT,2.0,4.0,AV6,X,8.7,6.9,7.9,36.0,183.0
PORSCHE,CAYMAN S,TWO-SEATER,3.4,6.0,M6,Z,11.9,8.6,10.4,27.0,239.0
CHEVROLET,CRUZE,MID-SIZE,1.4,4.0,AS6,X,9.1,6.3,7.8,36.0,179.0
BUICK,ENCLAVE AWD,SUV - STANDARD,3.6,6.0,A6,X,16.0,10.9,13.7,21.0,322.0
GMC,YUKON XL 4WD,SUV - STANDARD,6.2,8.0,A8,Z,16.4,11.7,14.3,20.0,334.0
MERCEDES-BENZ,AMG G 63,SUV - STANDARD,5.5,8.0,AS7,Z,20.0,16.6,18.5,15.0,413.0
LAMBORGHINI Aventador Coupe,HURACAN SPYDER,TWO-SEATER,6.5,12.0,AM7,Z,26.2,15.5,21.4,13.0,485.0
FORD,F-150 4X4 XL/XLT,PICKUP TRUCK - STANDARD,3.0,6.0,AS10,D,11.2,8.4,9.9,29.0,266.0
LINCOLN,MKZ AWD,MID-SIZE,2.0,4.0,AS6,X,11.8,8.4,10.3,27.0,242.0
MINI,COOPER S PACEMAN ALL4,COMPACT,1.6,4.0,AS6,Z,10.1,7.7,9.0,31.0,212.0
LINCOLN,CORSAIR AWD,SUV - SMALL,2.0,4.0,AS8,X,11.1,8.1,9.8,29.0,229.0
HONDA,FIT,STATION WAGON - SMALL,1.5,4.0,M6,X,8.1,6.6,7.4,38.0,174.0
SUBARU,BRZ,MINICOMPACT,2.0,4.0,M6,Z,11.0,7.9,9.6,29.0,221.0
BMW,535I XDRIVE SEDAN,MID-SIZE,3.0,6.0,AS8,Z,12.1,8.1,10.3,27.0,237.0
FORD,F-150 FFV 4X4 (LT TIRE PKG),PICKUP TRUCK - STANDARD,3.3,6.0,AS6,E,17.5,13.7,15.8,18.0,263.0
NISSAN,PATHFINDER 4WD,SUV - SMALL,3.5,6.0,AV,X,12.1,8.9,10.7,26.0,246.0
DODGE,CHALLENGER,MID-SIZE,6.4,8.0,M6,Z,16.7,10.4,13.9,20.0,325.0
BMW,760LI SEDAN,FULL-SIZE,6.0,12.0,AS8,Z,18.7,11.6,15.5,18.0,356.0
GMC,TERRAIN,SUV - SMALL,1.5,4.0,A9,X,9.2,7.9,8.6,33.0,201.0
TOYOTA,COROLLA,MID-SIZE,1.8,4.0,AV7,X,7.9,6.1,7.1,40.0,163.0
SCION,IQ,MINICOMPACT,1.3,4.0,AV,X,6.6,5.7,6.2,46.0,143.0
MERCEDES-BENZ,E 350 CABRIOLET,SUBCOMPACT,3.5,6.0,AS7,Z,12.0,8.5,10.4,27.0,239.0
HYUNDAI,SANTA FE XL,SUV - SMALL,3.3,6.0,AS6,X,13.2,9.4,11.5,25.0,268.0
BMW,M6 CABRIOLET,SUBCOMPACT,4.4,8.0,AM7,Z,17.3,11.6,14.7,19.0,344.0
LINCOLN,MKS AWD,FULL-SIZE,3.7,6.0,AS6,X,13.1,9.0,11.3,25.0,260.0
CHEVROLET,CAMARO,SUBCOMPACT,3.6,6.0,M6,X,14.4,8.4,11.7,24.0,274.0
FORD,FUSION HYBRID,MID-SIZE,2.0,4.0,AV,X,5.5,5.7,5.6,50.0,131.0
AUDI,S4,COMPACT,3.0,6.0,A7,Z,13.2,9.2,11.4,25.0,262.0
HONDA,PASSPORT AWD,SUV - SMALL,3.5,6.0,A9,X,12.5,9.8,11.3,25.0,265.0
CHRYSLER,300 AWD (MDS),FULL-SIZE,5.7,8.0,A5,X,16.1,10.0,13.4,21.0,308.0
HONDA,ACCORD COUPE,MID-SIZE,3.5,6.0,M6,X,12.9,8.3,10.9,26.0,253.0
VOLVO,V60 T6 AWD,STATION WAGON - SMALL,2.0,4.0,AS8,Z,11.0,7.4,9.4,30.0,219.0
MINI,JOHN COOPER WORKS ROADSTER,TWO-SEATER,1.6,4.0,A6,Z,9.3,7.0,8.3,34.0,191.0
LAND ROVER,RANGE ROVER V6 3.0 SC FFV,SUV - STANDARD,3.0,6.0,AS8,Z,14.1,10.1,12.3,23.0,283.0
GMC,TERRAIN FFV,SUV - SMALL,2.4,4.0,A6,E,15.6,11.0,13.6,21.0,223.0
DODGE,CHARGER (MDS),FULL-SIZE,5.7,8.0,A5,X,15.6,9.7,12.9,22.0,302.0
PORSCHE,CAYENNE,SUV - STANDARD,3.0,6.0,AS8,Z,12.5,10.0,11.4,25.0,265.0
BMW,X5 XDRIVE35D,SUV - STANDARD,3.0,6.0,AS8,D,9.9,7.2,8.7,32.0,235.0
TOYOTA,RAV4 HYBRID AWD,SUV - SMALL,2.5,4.0,AV6,X,6.9,7.6,7.2,39.0,169.0
DODGE,CHARGER AWD,FULL-SIZE,3.6,6.0,A8,X,12.8,8.6,10.9,26.0,257.0
FORD,TRANSIT CONNECT,SPECIAL PURPOSE VEHICLE,2.5,4.0,AS6,X,11.3,8.2,9.9,29.0,228.0
AUDI,A8,MID-SIZE,3.0,6.0,AS8,Z,13.1,8.8,11.2,25.0,258.0
JAGUAR,F-TYPE COUPE,TWO-SEATER,3.0,6.0,M6,Z,14.9,9.8,12.6,22.0,296.0
JAGUAR,XKR CONVERTIBLE,MINICOMPACT,5.0,8.0,AS6,Z,15.9,10.9,13.6,21.0,313.0
VOLVO,S60 T6 AWD,COMPACT,2.0,4.0,AS8,Z,11.1,7.3,9.4,30.0,218.0
HONDA,FIT,STATION WAGON - SMALL,1.5,4.0,AV7,X,7.6,6.5,7.0,40.0,166.0
BUICK,REGAL AWD,MID-SIZE,2.0,4.0,AS6,Z,12.1,8.9,10.7,26.0,250.0
FORD,MUSTANG,SUBCOMPACT,2.3,4.0,AS6,X,11.0,7.9,9.6,29.0,226.0
AUDI,Q5,SUV - SMALL,3.0,6.0,AS8,Z,13.2,9.2,11.4,25.0,262.0
CADILLAC,CT4,COMPACT,2.0,4.0,AS8,Z,10.1,6.8,8.7,32.0,203.0
NISSAN,QASHQAI AWD,STATION WAGON - SMALL,2.0,4.0,AV,X,9.1,7.5,8.4,34.0,197.0
BMW,650I XDRIVE GRAN COUPE,COMPACT,4.4,8.0,AS8,Z,14.7,9.7,12.5,23.0,292.0
VOLKSWAGEN,GOLF WAGON,STATION WAGON - SMALL,2.5,5.0,M5,X,11.2,7.3,9.4,30.0,216.0
BMW,435I COUPE,COMPACT,3.0,6.0,M6,Z,12.1,8.4,10.5,27.0,246.0
MAZDA,MX-5 (SIL),TWO-SEATER,2.0,4.0,M6,Z,8.9,7.1,8.1,35.0,190.0
AUDI,A7 QUATTRO,MID-SIZE,3.0,6.0,AS8,Z,11.5,8.2,10.0,28.0,235.0
JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,SUV - SMALL,2.4,4.0,A9,X,11.4,8.6,10.1,28.0,232.0
VOLKSWAGEN,JETTA,COMPACT,2.0,4.0,M5,X,9.5,6.9,8.4,34.0,193.0
CADILLAC,ESCALADE 4WD,SUV - STANDARD,6.2,8.0,A8,Z,15.9,11.1,13.8,20.0,317.0
VOLKSWAGEN,GOLF SPORTWAGEN,STATION WAGON - SMALL,1.8,4.0,M5,X,9.6,6.8,8.3,34.0,194.0
GENESIS,G70,COMPACT,2.0,4.0,M6,Z,12.8,8.5,10.9,26.0,255.0
VOLVO,XC90 T5 AWD,SUV - STANDARD,2.0,4.0,AS8,Z,11.3,8.5,10.0,28.0,233.0
CADILLAC,ATS,COMPACT,2.5,4.0,AS8,X,10.6,7.3,9.1,31.0,214.0
FORD,F-150 FFV (LT TIRE PKG),PICKUP TRUCK - STANDARD,5.0,8.0,AS10,X,14.4,11.2,13.0,22.0,305.0
FORD,MUSTANG,SUBCOMPACT,2.3,4.0,M6,X,10.6,7.6,9.2,31.0,217.0
CHEVROLET,TRAX AWD,SUV - SMALL,1.4,4.0,AS6,X,10.0,7.8,9.0,31.0,207.0
ACURA,MDX SH-AWD,SUV - SMALL,3.5,6.0,AS6,Z,12.7,9.1,11.1,25.0,255.0
HYUNDAI,ELANTRA GT,MID-SIZE,2.0,4.0,M6,X,9.8,7.2,8.7,32.0,204.0
VOLVO,S90 T6 AWD,MID-SIZE,2.0,4.0,AS8,Z,11.1,7.3,9.4,30.0,219.0
MERCEDES-BENZ,AMG GT 63 S 4MATIC+ COUPE,COMPACT,4.0,8.0,A9,Z,15.6,11.5,13.7,21.0,324.0
MINI,JOHN COOPER WORKS COUNTRYMAN ALL4,COMPACT,1.6,4.0,AS6,Z,10.1,7.8,9.0,31.0,207.0
BMW,750I XDRIVE,FULL-SIZE,4.4,8.0,AS8,Z,13.3,9.2,11.5,25.0,269.0
HYUNDAI,SANTA FE AWD,SUV - SMALL,3.3,6.0,AS6,X,13.0,9.7,11.5,25.0,264.0
VOLKSWAGEN,JETTA,COMPACT,2.0,4.0,A6,X,10.6,8.0,9.4,30.0,216.0
SCION,XB,STATION WAGON - SMALL,2.4,4.0,M5,X,10.9,8.6,9.9,29.0,228.0
BUICK,LACROSSE FFV,MID-SIZE,3.6,6.0,AS6,E,18.7,12.4,15.8,18.0,260.0
MITSUBISHI,LANCER RALLIART,COMPACT,2.0,4.0,AM6,Z,13.4,9.4,11.6,24.0,267.0
AUDI,A5 QUATTRO,SUBCOMPACT,2.0,4.0,AS8,Z,11.0,7.8,9.6,29.0,224.0
JAGUAR,F-TYPE S CONVERTIBLE,TWO-SEATER,3.0,6.0,AS8,Z,12.4,8.8,10.8,26.0,253.0
TOYOTA,HIGHLANDER AWD,SUV - STANDARD,3.5,6.0,AS8,X,12.1,9.0,10.6,27.0,251.0
FORD,SHELBY GT350 MUSTANG,SUBCOMPACT,5.2,8.0,M6,Z,17.2,11.3,14.6,19.0,341.0
BMW,X1 XDRIVE35I,SUV - SMALL,3.0,6.0,AS8,Z,13.2,8.9,11.2,25.0,258.0
JEEP,GRAND CHEROKEE SRT 4X4 (MDS),SUV - STANDARD,6.4,8.0,A8,Z,18.5,12.6,15.8,18.0,363.0
CHRYSLER,TOWN & COUNTRY FFV,MINIVAN,3.6,6.0,A6,E,19.7,13.3,16.8,17.0,269.0
CADILLAC,XTS,FULL-SIZE,3.6,6.0,AS6,X,13.6,8.6,11.4,25.0,262.0
JEEP,WRANGLER 4X4 (2-DOOR),SUV - SMALL,3.6,6.0,M6,X,14.2,11.0,12.8,22.0,294.0
MERCEDES-BENZ,AMG GT COUPE,TWO-SEATER,4.0,8.0,AM7,Z,14.5,10.8,12.8,22.0,302.0
BUICK,ENCORE AWD,SUV - SMALL,1.4,4.0,AS6,X,10.2,8.0,9.2,31.0,215.0
VOLVO,S60 T5,COMPACT,2.0,4.0,AS8,Z,9.9,6.6,8.4,34.0,197.0
GMC,TERRAIN AWD,SUV - SMALL,2.4,4.0,A6,X,11.5,8.3,10.1,28.0,237.0
VOLKSWAGEN,GOLF GTI,COMPACT,2.0,4.0,AM7,X,9.7,7.5,8.7,32.0,203.0
MINI,COOPER ROADSTER,TWO-SEATER,1.6,4.0,M6,Z,8.4,6.4,7.5,38.0,172.0
VOLKSWAGEN,JETTA GLI,COMPACT,2.0,4.0,AM6,Z,10.0,7.3,8.8,32.0,202.0
CHEVROLET,SONIC,COMPACT,1.8,4.0,AS6,X,9.6,6.6,8.3,34.0,191.0
PORSCHE,MACAN S,SUV - SMALL,3.0,6.0,A7,Z,13.7,10.3,12.2,23.0,281.0
RAM,1500 ECODIESEL,PICKUP TRUCK - STANDARD,3.0,6.0,A8,D,11.8,8.6,10.4,27.0,278.0
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,5.3,8.0,A8,X,15.6,11.6,13.8,20.0,324.0
LEXUS,LS 460,MID-SIZE,4.6,8.0,AS8,Z,14.4,9.6,12.3,23.0,286.0
VOLVO,S60 INSCRIPTION,COMPACT,2.0,4.0,AS8,X,9.6,6.7,8.3,34.0,193.0
CHEVROLET,SPARK,SUBCOMPACT,1.2,4.0,AV,X,7.7,6.1,7.0,40.0,161.0
VOLKSWAGEN,GOLF ALLTRACK,STATION WAGON - SMALL,1.8,4.0,M6,X,11.1,7.8,9.6,29.0,225.0
SUBARU,IMPREZA 5-DOOR AWD,STATION WAGON - SMALL,2.0,4.0,M5,X,10.1,7.7,9.0,31.0,211.0
AUDI,S7,MID-SIZE,4.0,8.0,A7,Z,14.2,9.7,12.2,23.0,281.0
LINCOLN,MKC AWD,SUV - SMALL,2.0,4.0,AS6,X,12.4,9.0,10.9,26.0,251.0
TOYOTA,COROLLA,MID-SIZE,1.8,4.0,A4,X,8.6,6.5,7.6,37.0,175.0
BUICK,ENCORE SPORT TOURING AWD,SUV - SMALL,1.4,4.0,AS6,X,8.9,7.4,8.2,34.0,192.0
KIA,SPORTAGE AWD,SUV - SMALL,2.0,4.0,AS6,X,11.9,10.2,11.1,25.0,263.0
INFINITI,Q60,SUBCOMPACT,3.7,6.0,AS7,Z,12.4,8.7,10.7,26.0,246.0
HONDA,ACCORD HYBRID,MID-SIZE,2.0,4.0,AV,X,4.7,4.9,4.8,59.0,110.0
KIA,NIRO TOURING,STATION WAGON - SMALL,1.6,4.0,AM6,X,5.1,5.8,5.4,52.0,129.0
MERCEDES-BENZ,AMG E 63 S 4MATIC,MID-SIZE,5.5,8.0,AS7,Z,15.3,10.8,13.3,21.0,310.0
NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,4.0,6.0,M6,X,14.8,11.0,13.1,22.0,301.0
TOYOTA,RAV4 AWD TRD OFF-ROAD,SUV - SMALL,2.5,4.0,AS8,X,9.5,7.5,8.6,33.0,200.0
HONDA,ACCORD,FULL-SIZE,1.5,4.0,AV,X,7.9,6.3,7.2,39.0,168.0
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,3.5,6.0,M6,X,13.8,11.4,12.7,22.0,299.0
FORD,FUSION,MID-SIZE,2.0,4.0,AS6,X,10.5,7.0,8.9,32.0,210.0
ASTON MARTIN,DB11 V12,MINICOMPACT,5.2,12.0,A8,Z,15.5,11.4,13.7,21.0,322.0
VOLKSWAGEN,TIGUAN 4MOTION,SUV - SMALL,2.0,4.0,AS6,Z,12.0,10.0,11.1,25.0,263.0
FORD,TRANSIT CONNECT VAN FFV,SPECIAL PURPOSE VEHICLE,2.0,4.0,AS8,E,13.3,11.8,12.6,22.0,209.0
HYUNDAI,TUCSON,SUV - SMALL,2.0,4.0,AS6,X,10.0,7.9,9.1,31.0,216.0
AUDI,S8 QUATTRO,MID-SIZE,4.0,8.0,AS8,Z,15.7,9.4,12.8,22.0,300.0
LAND ROVER,RANGE ROVER VELAR P340,SUV - SMALL,3.0,6.0,AS8,Z,13.0,10.0,11.6,24.0,273.0
MAZDA,MAZDA3 4-DOOR,COMPACT,2.0,4.0,AS6,X,7.9,5.7,6.9,41.0,159.0
CHEVROLET,EXPRESS 3500 PASSENGER,VAN - PASSENGER,6.0,8.0,A6,X,22.3,14.9,19.0,15.0,445.0
RAM,1500 4X4 ECODIESEL,PICKUP TRUCK - STANDARD,3.0,6.0,A8,D,11.1,8.0,9.7,29.0,260.0
CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,3.0,6.0,A10,D,10.2,7.2,8.9,32.0,238.0
MERCEDES-BENZ,SLC 300,TWO-SEATER,2.0,4.0,A9,Z,10.0,7.3,8.8,32.0,205.0
MINI,COOPER 3 DOOR,SUBCOMPACT,1.5,3.0,AS6,Z,8.5,6.3,7.5,38.0,172.0
LEXUS,LX 570,SUV - STANDARD,5.7,8.0,AS8,Z,18.3,12.9,15.9,18.0,371.0
CHRYSLER,200 FFV,MID-SIZE,2.4,4.0,A9,E,13.6,8.5,11.3,25.0,181.0
HYUNDAI,ACCENT,COMPACT,1.6,4.0,AV,X,7.3,6.0,6.7,42.0,160.0
MERCEDES-BENZ,AMG GLE 43 4MATIC,SUV - STANDARD,3.0,6.0,A9,Z,13.6,10.1,12.0,24.0,281.0
CADILLAC,XT5 AWD,SUV - SMALL,2.0,4.0,AS9,Z,11.2,8.9,10.1,28.0,235.0
FORD,F-150 (PAYLOAD PKG),PICKUP TRUCK - STANDARD,2.7,6.0,AS6,X,13.1,9.8,11.6,24.0,272.0
CHRYSLER,200 SEDAN FFV,MID-SIZE,3.6,6.0,A6,X,12.5,8.1,10.5,27.0,242.0
HYUNDAI,KONA AWD,SUV - SMALL,1.6,4.0,AM7,X,9.0,8.0,8.6,33.0,201.0
FORD,MUSTANG,SUBCOMPACT,5.8,8.0,M6,Z,15.9,9.9,13.2,21.0,304.0
LINCOLN,MKZ,MID-SIZE,3.7,6.0,AS6,X,12.8,8.7,10.9,26.0,257.0
VOLKSWAGEN,PASSAT,MID-SIZE,2.0,4.0,AS6,X,9.3,6.5,8.1,35.0,188.0
HYUNDAI,TUCSON,SUV - SMALL,2.0,4.0,AS6,X,10.1,7.6,9.0,31.0,211.0
MERCEDES-BENZ,AMG C 63 S,COMPACT,4.0,8.0,A7,Z,13.4,9.6,11.7,24.0,274.0
KIA,SPORTAGE,SUV - SMALL,2.4,4.0,AS6,X,11.4,8.3,10.0,28.0,231.0
PORSCHE,911 GT3 TOURING,TWO-SEATER,4.0,6.0,M6,Z,16.4,11.2,14.1,20.0,334.0
FORD,FUSION (START/STOP),MID-SIZE,1.5,4.0,AS6,X,9.5,6.3,8.1,35.0,186.0
NISSAN,JUKE,STATION WAGON - SMALL,1.6,4.0,M6,Z,9.5,7.6,8.6,33.0,198.0
KIA,SORENTO 4WD,SUV - SMALL,2.4,4.0,A6,X,12.3,9.3,11.0,26.0,253.0
VOLVO,XC60 T6 AWD,SUV - SMALL,3.0,6.0,AS6,X,13.6,9.9,11.9,24.0,274.0
BMW,750LI XDRIVE,FULL-SIZE,4.4,8.0,AS8,Z,14.3,9.3,12.1,23.0,283.0
TOYOTA,CAMRY,MID-SIZE,2.5,4.0,AS6,X,9.8,7.1,8.6,33.0,199.0
AUDI,A4 QUATTRO,COMPACT,2.0,4.0,AM7,Z,9.8,7.7,8.8,32.0,205.0
SUBARU,OUTBACK AWD,SUV - SMALL,3.6,6.0,AV6,X,12.0,8.7,10.5,27.0,247.0
JAGUAR,F-PACE 25T,SUV - SMALL,2.0,4.0,AS8,Z,10.7,8.8,9.9,29.0,227.0
LINCOLN,MKX AWD,SUV - SMALL,3.7,6.0,AS6,X,13.7,10.4,12.2,23.0,281.0
RAM,1500 CLASSIC 4X4,PICKUP TRUCK - STANDARD,5.7,8.0,A6,X,18.7,13.3,16.3,17.0,382.0
DODGE,CHALLENGER (MDS),MID-SIZE,6.4,8.0,A8,Z,15.7,9.5,12.9,22.0,302.0
MINI,COOPER S 3 DOOR,SUBCOMPACT,2.0,4.0,AS6,Z,9.2,7.0,8.2,34.0,189.0
VOLVO,XC60 T5 AWD,SUV - SMALL,2.0,4.0,AS8,Z,11.3,8.5,10.0,28.0,233.0
FORD,F-150 FFV 4X4 (PAYLOAD PKG),PICKUP TRUCK - STANDARD,5.0,8.0,AS10,X,16.1,12.4,14.5,19.0,339.0
TOYOTA,FJ CRUISER 4WD,SUV - SMALL,4.0,6.0,A5,X,14.3,11.2,12.9,22.0,297.0
FIAT,500 HATCHBACK,MINICOMPACT,1.4,4.0,M5,X,7.7,6.1,7.0,40.0,163.0
HONDA,ODYSSEY,MINIVAN,3.5,6.0,AS9,X,12.6,8.4,10.7,26.0,252.0
BMW,228I XDRIVE CABRIOLET,SUBCOMPACT,2.0,4.0,AS8,Z,10.6,7.2,9.1,31.0,209.0
DODGE,CHALLENGER (MDS),MID-SIZE,6.4,8.0,A8,Z,15.6,9.6,12.9,22.0,302.0
CHRYSLER,300,FULL-SIZE,5.7,8.0,A8,X,14.7,9.4,12.3,23.0,289.0
HONDA,CR-V,SUV - SMALL,2.4,4.0,AV,X,8.8,6.9,7.9,36.0,186.0
INFINITI,Q60 COUPE,SUBCOMPACT,3.7,6.0,M6,Z,13.5,9.3,11.6,24.0,267.0
AUDI,R8,TWO-SEATER,5.2,10.0,M6,Z,21.1,13.8,17.8,16.0,409.0
SUBARU,IMPREZA AWD,COMPACT,2.0,4.0,M5,X,9.6,7.1,8.5,33.0,196.0
FORD,E350 WAGON FFV,VAN - PASSENGER,5.4,8.0,A4,X,20.6,15.5,18.3,15.0,421.0
CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,4.3,6.0,A6,X,14.2,10.7,12.6,22.0,296.0
VOLKSWAGEN,JETTA TDI (MODIFIED),COMPACT,2.0,4.0,M6,D,8.3,6.0,7.3,39.0,196.0
GMC,YUKON,SUV - STANDARD,5.3,8.0,A6,X,15.7,10.5,13.4,21.0,314.0
BMW,X6 M,SUV - STANDARD,4.4,8.0,AS8,Z,16.6,12.1,14.6,19.0,343.0
DODGE,DURANGO AWD (MDS),SUV - STANDARD,5.7,8.0,A8,X,17.3,11.5,14.7,19.0,338.0
FORD,EXPEDITION 4X4,SUV - STANDARD,3.5,6.0,AS10,X,14.1,10.6,12.5,23.0,294.0
JAGUAR,F-TYPE COUPE R-DYNAMIC AWD,TWO-SEATER,3.0,6.0,AS8,Z,13.0,9.2,11.3,25.0,265.0
MAZDA,CX-5 4WD,SUV - SMALL,2.5,4.0,AS6,X,10.2,8.2,9.3,30.0,217.0
CADILLAC,CT5 AWD,MID-SIZE,2.0,4.0,AS10,Z,11.0,7.7,9.5,30.0,221.0
INFINITI,Q70 HYBRID,MID-SIZE,3.5,6.0,AS7,Z,8.4,7.1,7.8,36.0,184.0
BMW,435I XDRIVE COUPE,COMPACT,3.0,6.0,AS8,Z,12.0,7.9,10.2,28.0,238.0
JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,SUV - SMALL,2.0,4.0,A9,X,11.5,8.6,10.2,28.0,240.0
FIAT,500L TURBO,STATION WAGON - SMALL,1.4,4.0,AM6,X,10.0,7.2,8.7,32.0,200.0
AUDI,R8 SPYDER,TWO-SEATER,4.2,8.0,AM7,Z,17.3,10.4,14.2,20.0,327.0
HONDA,ACCORD SEDAN,MID-SIZE,2.4,4.0,AV,X,8.7,6.6,7.8,36.0,180.0
FORD,EDGE (START/STOP),SUV - SMALL,2.0,4.0,AS6,X,11.3,8.0,9.9,29.0,231.0
MERCEDES-BENZ,E 300 4MATIC,MID-SIZE,3.5,6.0,AS7,Z,11.9,8.2,10.2,28.0,235.0
BMW,650I XDRIVE COUPE,SUBCOMPACT,4.4,8.0,AS8,Z,14.0,10.0,12.2,23.0,286.0
MERCEDES-BENZ,AMG G 65,SUV - STANDARD,6.0,12.0,AS7,Z,22.2,18.0,20.3,14.0,467.0
MAZDA,CX-9 4WD,SUV - SMALL,3.7,6.0,AS6,X,14.3,10.6,12.7,22.0,292.0
INFINITI,Q70 AWD,MID-SIZE,3.7,6.0,AS7,Z,13.2,9.7,11.6,24.0,274.0
AUDI,RS 5 CABRIOLET,SUBCOMPACT,4.2,8.0,AM7,Z,14.8,10.6,12.9,22.0,297.0
JEEP,WRANGLER 4X4,SUV - SMALL,3.6,6.0,M6,X,14.2,11.0,12.8,22.0,299.0
MITSUBISHI,LANCER,COMPACT,2.4,4.0,AV6,X,9.9,7.7,8.9,32.0,206.0
RAM,1500 CLASSIC 4X4,PICKUP TRUCK - STANDARD,5.7,8.0,A8,X,16.1,11.5,14.0,20.0,328.0
CHRYSLER,300 FFV,FULL-SIZE,3.6,6.0,A8,E,17.1,10.6,14.2,20.0,234.0
TOYOTA,YARIS,COMPACT,1.5,4.0,A4,X,7.9,6.6,7.3,39.0,168.0
GMC,YUKON XL 4WD,SUV - STANDARD,6.2,8.0,A10,Z,17.1,11.3,14.5,19.0,340.0
CHRYSLER,200 FFV,MID-SIZE,3.6,6.0,A9,E,16.5,10.1,13.6,21.0,225.0
NISSAN,TITAN 4WD PRO-4X,PICKUP TRUCK - STANDARD,5.6,8.0,AS9,Z,15.1,11.2,13.3,21.0,313.0
